Date,Open,High,Low,Close,Adj Close,Volume
2024-01-01,7336.9501953125,7336.9501953125,7273.0,7299.0498046875,7262.5908203125,331489
2024-01-02,7324.0,7445.10009765625,7280.0498046875,7430.0498046875,7392.9365234375,1112990
2024-01-03,7444.9501953125,7485.85009765625,7368.2001953125,7384.7998046875,7347.91259765625,553405
2024-01-04,7560.0,7733.9501953125,7560.0,7705.5498046875,7667.06005859375,2911879
2024-01-05,7734.9501953125,7789.0,7673.10009765625,7711.14990234375,7672.63232421875,1052601
2024-01-08,7677.0,7830.0,7631.2998046875,7736.0,7697.3583984375,1121209
2024-01-09,7774.0,7810.0,7698.0,7725.4501953125,7686.861328125,1247083
2024-01-10,7716.0,7735.25,7660.0,7680.5498046875,7642.18505859375,559072
2024-01-11,7680.0,7793.2998046875,7651.0498046875,7669.75,7631.439453125,651741
2024-01-12,7684.0,7718.9501953125,7617.0,7661.0498046875,7622.78271484375,808638
2024-01-15,7697.9501953125,7697.9501953125,7454.0,7478.0,7440.64697265625,997220
2024-01-16,7475.0,7614.5,7427.89990234375,7456.64990234375,7419.40380859375,1194723
2024-01-17,7303.2998046875,7478.2001953125,7302.2001953125,7358.85009765625,7322.09228515625,1380271
2024-01-18,7296.0,7351.75,7234.0,7265.5498046875,7229.2578125,1686996
2024-01-19,7360.0,7388.7998046875,7261.25,7319.10009765625,7282.541015625,830810
2024-01-23,7352.89990234375,7355.0,7042.60009765625,7070.7001953125,7035.3818359375,2533297
2024-01-24,7104.0,7104.0,6996.7998046875,7055.2998046875,7020.05810546875,2063675
2024-01-25,7055.2998046875,7125.7998046875,7036.0,7085.5,7050.107421875,1168349
2024-01-29,7085.5,7224.9501953125,7085.10009765625,7191.64990234375,7155.72705078125,1860361
2024-01-30,6988.5,6988.5,6805.0,6817.2001953125,6783.14794921875,4153147
2024-01-31,6820.0,6921.0,6812.0,6862.89990234375,6828.61962890625,1810512
2024-02-01,6865.89990234375,6879.9501953125,6733.0,6743.2998046875,6709.61669921875,1911137
2024-02-02,6755.0,6910.0,6753.0,6848.2998046875,6814.09228515625,1367508
2024-02-05,6894.0,6895.0,6600.0,6608.2001953125,6575.19189453125,1771222
2024-02-06,6648.0,6699.0,6535.0,6598.14990234375,6565.19189453125,2439533
2024-02-07,6641.0,6737.60009765625,6625.25,6709.2001953125,6675.6875,1538237
2024-02-08,6731.85009765625,6737.5,6536.7001953125,6575.64990234375,6542.80419921875,2193209
2024-02-09,6580.0,6677.7001953125,6572.0,6654.5,6621.26025390625,1209874
2024-02-12,6669.4501953125,6671.85009765625,6551.5,6569.14990234375,6536.3369140625,544784
2024-02-13,6600.0,6639.0,6553.10009765625,6603.64990234375,6570.66455078125,948014
2024-02-14,6563.85009765625,6656.0,6550.0,6646.5,6613.30029296875,636126
2024-02-15,6646.0,6677.39990234375,6585.64990234375,6619.39990234375,6586.33544921875,880859
2024-02-16,6650.0498046875,6660.0,6602.0,6619.2001953125,6586.13720703125,1029431
2024-02-19,6648.89990234375,6806.89990234375,6625.2998046875,6712.7998046875,6679.26904296875,1315881
2024-02-20,6711.89990234375,6792.0,6681.25,6763.60009765625,6729.8154296875,1106709
2024-02-21,6790.0,6790.0,6665.0498046875,6688.7998046875,6655.38916015625,854944
2024-02-22,6691.0498046875,6706.85009765625,6561.0,6674.9501953125,6641.6083984375,1022374
2024-02-23,6674.0,6719.0,6632.60009765625,6697.85009765625,6664.39404296875,1280311
2024-02-26,6690.0,6708.0,6624.2001953125,6643.25,6610.06640625,892056
2024-02-27,6631.0,6642.0,6491.10009765625,6556.25,6523.5009765625,1150306
2024-02-28,6572.0,6596.75,6475.0,6498.7001953125,6466.23876953125,535321
2024-02-29,6499.0,6539.0,6366.2001953125,6495.35009765625,6462.9052734375,1699098
2024-03-01,6511.75,6608.7001953125,6502.10009765625,6571.4501953125,6538.62548828125,919080
2024-03-04,6588.0,6639.9501953125,6557.4501953125,6602.4501953125,6569.470703125,397118
2024-03-05,6602.4501953125,6636.25,6272.0,6324.25,6292.66015625,1717558
2024-03-06,6332.5,6345.89990234375,6187.7998046875,6311.25,6279.72509765625,2104792
2024-03-07,6350.0,6468.60009765625,6325.39990234375,6421.0498046875,6388.9765625,1469421
2024-03-11,6550.0,6552.0,6404.0,6433.75,6401.61328125,1203971
2024-03-12,6405.0,6485.0,6341.35009765625,6436.0498046875,6403.9013671875,1094677
2024-03-13,6439.25,6514.9501953125,6391.5498046875,6456.14990234375,6423.9013671875,1132183
2024-03-14,6456.14990234375,6470.0,6297.7998046875,6397.4501953125,6365.49462890625,1219865
2024-03-15,6375.0498046875,6578.0,6360.0,6514.35009765625,6481.810546875,1970500
2024-03-18,6514.35009765625,6555.0,6456.10009765625,6504.64990234375,6472.15869140625,676425
2024-03-19,6509.7001953125,6667.2001953125,6505.0,6596.25,6563.30126953125,1408087
2024-03-20,6610.0,6731.0,6606.0,6649.5,6616.28564453125,1490831
2024-03-21,6707.5,6771.64990234375,6657.14990234375,6715.75,6682.20458984375,1806092
2024-03-22,6705.0,6803.0,6686.2998046875,6760.89990234375,6727.12890625,1125238
2024-03-26,6754.5,6945.0,6745.0,6910.10009765625,6875.583984375,1850321
2024-03-27,6945.75,7049.0,6905.0,7022.75,6987.6708984375,1551275
2024-03-28,7032.10009765625,7349.2998046875,7032.10009765625,7245.25,7209.0595703125,3574518
2024-04-01,7261.25,7343.4501953125,7220.0498046875,7250.9501953125,7214.7314453125,1125238
2024-04-02,7250.9501953125,7255.0,7135.0,7207.39990234375,7171.3984375,967615
2024-04-03,7197.0,7323.35009765625,7186.14990234375,7309.25,7272.73974609375,958943
2024-04-04,7345.0,7350.0,7255.0,7283.39990234375,7247.01904296875,1040589
2024-04-05,7234.75,7259.0,7156.0,7175.64990234375,7139.80712890625,1200494
2024-04-08,7215.0,7226.9501953125,7142.7998046875,7178.5498046875,7142.6923828125,518210
2024-04-09,7220.0,7235.35009765625,7124.5,7193.60009765625,7157.66748046875,710281
2024-04-10,7235.89990234375,7254.0,7160.0,7230.25,7194.134765625,567986
2024-04-12,7224.0,7264.0,7156.2998046875,7229.5498046875,7193.43798828125,1092588
2024-04-15,7145.0498046875,7198.7998046875,7063.4501953125,7076.25,7040.90380859375,758448
2024-04-16,7009.9501953125,7034.2998046875,6931.0,6954.25,6919.51318359375,963293
2024-04-18,6928.10009765625,6995.0,6866.0,6893.2001953125,6858.7685546875,1385133
2024-04-19,6840.0498046875,7150.0,6810.0498046875,7119.5,7083.93798828125,1218375
2024-04-22,7167.2998046875,7306.0,7167.2998046875,7292.2001953125,7255.775390625,1165272
2024-04-23,7309.0,7339.89990234375,7236.7998046875,7259.89990234375,7223.63623046875,1081567
2024-04-24,7283.0,7419.4501953125,7250.0,7329.14990234375,7292.54052734375,886929
2024-04-25,7330.0,7364.85009765625,7125.10009765625,7294.89990234375,7258.46142578125,1173354
2024-04-26,7000.0,7000.0,6691.5,6731.2001953125,6697.57763671875,5814723
2024-04-29,6789.9501953125,6839.60009765625,6713.0498046875,6826.60009765625,6792.5009765625,1681030
2024-04-30,6829.9501953125,6975.0,6821.9501953125,6923.5498046875,6888.96630859375,1798675
2024-05-02,6937.85009765625,6969.9501953125,6865.0,6882.7001953125,6848.32080078125,1139572
2024-05-03,7329.0,7400.0,6906.9501953125,6931.5,6896.876953125,6818601
2024-05-06,7007.9501953125,7019.9501953125,6845.0,6859.85009765625,6825.5849609375,1229988
2024-05-07,6889.9501953125,6943.10009765625,6788.0,6872.5498046875,6838.22119140625,1298126
2024-05-08,6871.5,6879.5498046875,6785.0,6799.4501953125,6765.48681640625,725925
2024-05-09,6799.89990234375,6832.7001953125,6585.0,6605.14990234375,6572.15673828125,1381115
2024-05-10,6638.89990234375,6698.0,6601.2001953125,6684.14990234375,6650.76220703125,824908
2024-05-13,6684.0,6744.2998046875,6620.0,6718.75,6685.189453125,512256
2024-05-14,6710.0,6741.85009765625,6657.60009765625,6675.7001953125,6642.35498046875,755840
2024-05-15,6692.0,6731.9501953125,6645.0498046875,6680.0,6646.63330078125,595059
2024-05-16,6700.35009765625,6762.10009765625,6623.0498046875,6747.14990234375,6713.44775390625,1059851
2024-05-17,6747.0,6780.0,6701.0498046875,6727.39990234375,6693.79638671875,480158
2024-05-21,6705.0,6785.0,6705.0,6742.85009765625,6709.16943359375,761624
2024-05-22,6777.4501953125,6777.4501953125,6727.25,6744.5498046875,6710.8603515625,416046
2024-05-23,6759.5498046875,6853.5,6730.0498046875,6826.64990234375,6792.55029296875,709317
2024-05-24,6820.0,6910.0,6793.0,6836.89990234375,6802.7490234375,742043
2024-05-27,6859.0,6959.5498046875,6810.0,6895.5,6861.056640625,655471
2024-05-28,6913.9501953125,6945.0,6856.89990234375,6873.0498046875,6838.71875,752867
2024-05-29,6878.0,6908.0,6785.35009765625,6806.7001953125,6772.7001953125,721331
2024-05-30,6779.89990234375,6798.9501953125,6594.0498046875,6616.4501953125,6583.40087890625,1155575
2024-05-31,6664.9501953125,6771.9501953125,6642.39990234375,6697.7001953125,6664.24462890625,2841733
2024-06-03,6948.85009765625,6988.7001953125,6832.9501953125,6915.5498046875,6881.00634765625,1148212
2024-06-04,6915.9501953125,6915.9501953125,6375.7001953125,6509.5498046875,6477.0341796875,3299387
2024-06-05,6604.0,6862.0,6535.5498046875,6836.64990234375,6802.50048828125,1218517
2024-06-06,6850.0,7012.9501953125,6822.2998046875,6925.7998046875,6891.205078125,1465716
2024-06-07,6995.0,7299.0,6941.0,7191.39990234375,7155.478515625,2984052
2024-06-10,7250.0,7250.0,7075.25,7088.85009765625,7053.44091796875,872318
2024-06-11,7083.0,7169.0,7051.0,7138.10009765625,7102.44482421875,1205213
2024-06-12,7148.0,7277.0,7115.0,7217.75,7181.69677734375,1268508
2024-06-13,7252.2001953125,7325.0,7232.14990234375,7294.9501953125,7258.51171875,1345495
2024-06-14,7296.0498046875,7370.0,7247.0,7341.5498046875,7304.87841796875,1187488
2024-06-18,7365.0,7429.4501953125,7300.0,7334.7001953125,7298.06298828125,946904
2024-06-19,7334.7001953125,7348.9501953125,7177.89990234375,7233.9501953125,7197.81640625,520400
