Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,159.4545440673828,160.90908813476562,159.09091186523438,159.94544982910156,135.53900146484375,9162186
2010-01-05,161.4545440673828,163.59091186523438,160.27272033691406,161.46363830566406,136.8254852294922,14659997
2010-01-06,162.72726440429688,164.9727325439453,161.83636474609375,162.6999969482422,137.8732147216797,20410054
2010-01-07,163.0454559326172,163.0454559326172,159.36363220214844,161.16363525390625,136.57125854492188,10852286
2010-01-08,161.654541015625,161.81817626953125,158.36363220214844,158.89999389648438,134.65304565429688,20580934
2010-01-11,159.63636779785156,160.3272705078125,157.44544982910156,158.07272338867188,133.9519805908203,18184672
2010-01-12,158.07272338867188,158.5454559326172,152.72726440429688,153.22726440429688,129.845947265625,22781935
2010-01-13,149.3909149169922,153.49090576171875,149.3909149169922,152.845458984375,129.52235412597656,31684856
2010-01-14,154.0,156.5454559326172,151.1272735595703,151.8727264404297,128.69808959960938,33858143
2010-01-15,152.77272033691406,154.29090881347656,150.99090576171875,153.1727294921875,129.79969787597656,19521925
2010-01-18,151.63636779785156,157.96363830566406,150.96363830566406,156.9727325439453,133.01986694335938,22909535
2010-01-19,157.09091186523438,159.27272033691406,156.18182373046875,157.36363220214844,133.35108947753906,20804140
2010-01-20,158.14544677734375,160.83636474609375,157.99090576171875,159.6272735595703,135.26934814453125,27480893
2010-01-21,158.154541015625,158.72726440429688,153.14544677734375,155.03636169433594,131.37896728515625,33727122
2010-01-22,150.72726440429688,154.0,149.24545288085938,152.8545379638672,129.53009033203125,32621154
2010-01-25,151.1999969482422,152.57272338867188,150.0454559326172,151.05455017089844,128.00473022460938,15865157
2010-01-27,149.09091186523438,150.4363555908203,141.81817626953125,143.14544677734375,121.30254364013672,38013514
2010-01-28,145.4545440673828,146.8727264404297,141.68182373046875,143.2818145751953,121.41807556152344,56519067
2010-01-29,140.90908813476562,152.5454559326172,140.90908813476562,150.97271728515625,127.93540954589844,59256560
2010-02-01,149.1090850830078,154.25454711914062,148.18182373046875,151.96363830566406,128.77513122558594,28587542
2010-02-02,152.90908813476562,153.1727294921875,148.3272705078125,148.90908813476562,126.18666076660156,29159537
2010-02-03,150.0181884765625,153.63636779785156,149.68182373046875,152.6272735595703,129.33749389648438,18166148
2010-02-04,151.7818145751953,154.36363220214844,150.09091186523438,150.69090270996094,127.69660949707031,18276049
2010-02-05,147.23635864257812,147.23635864257812,143.63636779785156,145.11817932128906,122.9742202758789,27352501
2010-02-08,154.5454559326172,154.5454559326172,142.90908813476562,146.42727661132812,124.08357238769531,22972361
2010-02-09,146.5454559326172,148.72726440429688,143.8909149169922,147.70909118652344,125.16979217529297,20874557
2010-02-10,148.72726440429688,149.3727264404297,144.88182067871094,145.41818237304688,123.22845458984375,19253811
