Date,Open,High,Low,Close,Adj Close,Volume
1996-01-01,0.7949209809303284,0.7966790199279785,0.7910150289535522,0.7966790199279785,0.5178302526473999,204800
1996-01-02,0.7949209809303284,0.7988280057907104,0.7934569716453552,0.7934569716453552,0.5157361030578613,204800
1996-01-03,0.7988280057907104,0.7988280057907104,0.7988280057907104,0.7988280057907104,0.5192270874977112,102400
1996-01-04,0.7910150289535522,0.7949209809303284,0.7910150289535522,0.7935540080070496,0.5157989859580994,307200
1996-01-05,0.7841789722442627,0.7841789722442627,0.7841789722442627,0.7841789722442627,0.5097055435180664,51200
1996-01-08,0.7841789722442627,0.7910150289535522,0.7851560115814209,0.7890620231628418,0.5128794312477112,358400
1996-01-09,0.7890620231628418,0.78125,0.7714840173721313,0.7802730202674866,0.5071666240692139,870400
1996-01-10,0.7802730202674866,0.7753900289535522,0.7714840173721313,0.7734370231628418,0.5027232766151428,358400
1996-01-11,0.7792959809303284,0.7910150289535522,0.7734370231628418,0.7910150289535522,0.5141487121582031,819200
1996-01-12,0.7871090173721313,0.7871090173721313,0.78125,0.7866209745407104,0.5112927556037903,358400
1996-01-15,0.7763670086860657,0.7851560115814209,0.7763670086860657,0.7778319716453552,0.5055800080299377,307200
1996-01-16,0.7778319716453552,0.78125,0.7128900289535522,0.78125,0.5078015327453613,358400
1996-01-17,0.78125,0.7832030057907104,0.7714840173721313,0.7738280296325684,0.5029776096343994,768000
1996-01-18,0.7738280296325684,0.7763670086860657,0.7695310115814209,0.7763670086860657,0.5046277642250061,204800
1996-01-19,0.7714840173721313,0.7714840173721313,0.7680659890174866,0.7685539722442627,0.4995492994785309,512000
1996-01-22,0.7714840173721313,0.7763670086860657,0.7714840173721313,0.7763670086860657,0.5046277642250061,204800
1996-01-23,0.7675780057907104,0.78125,0.7675780057907104,0.7739250063896179,0.5030403733253479,665600
1996-01-24,0.7739250063896179,0.7705069780349731,0.7529289722442627,0.7705069780349731,0.5008189082145691,409600
1996-01-25,0.7709959745407104,0.7709959745407104,0.7675780057907104,0.7675780057907104,0.498914897441864,102400
1996-01-26,0.7675780057907104,0.7675780057907104,0.7675780057907104,0.7675780057907104,0.498914897441864,0
1996-01-29,0.765625,0.765625,0.7631829977035522,0.7631829977035522,0.4960581362247467,102400
